Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
E-mail,Faktura Enea,"Szanowny Kliencie, przesylamy fakture za energie nr 10/2025. Kwota: 160,00 PLN. Termin: 28.02.2025. Enea Operator.",Inny,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Faktura Enea
[CONTENT] Szanowny Kliencie, przesylamy fakture za energie nr 10/2025. Kwota: 160,00 PLN. Termin: 28.02.2025. Enea Operator."
E-mail,Zawiadomienie o zajeciu wierzytelnosci,"Kancelaria Komornicza Sadowa przy Sadzie Rejonowym zawiadamia o wszczeciu egzekucji komorniczej z Panstwa rachunku bankowego oraz wynagrodzenia za prace. Podstawa zajecia jest tytul wykonawczy wydany w postepowaniu sadowym. Calkowita kwota zadluzenia wynosi 2450,00 PLN. W celu unikniecia dalszych kosztow egzekucyjnych oraz blokady konta, wzywamy do dobrowolnej splaty naleznosci w ciagu 24 godzin poprzez nasz system platnosci: komornik-sadowy-splata-dlugu.eu/pay/39M2 . Brak wplaty spowoduje wizyte asesora komorniczego w miejscu zamieszkania celem zajecia ruchomosci. Prosimy o powazne potraktowanie niniejszego wezwania.",Inny,US/ZUS notification,5,4,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Zawiadomienie o zajeciu wierzytelnosci
[CONTENT] Kancelaria Komornicza Sadowa przy Sadzie Rejonowym zawiadamia o wszczeciu egzekucji komorniczej z Panstwa rachunku bankowego oraz wynagrodzenia za prace. Podstawa zajecia jest tytul wykonawczy wydany w postepowaniu sadowym. Calkowita kwota zadluzenia wynosi 2450,00 PLN. W celu unikniecia dalszych kosztow egzekucyjnych oraz blokady konta, wzywamy do dobrowolnej splaty naleznosci w ciagu 24 godzin poprzez nasz system platnosci: komornik-sadowy-splata-dlugu.eu/pay/39M2 . Brak wplaty spowoduje wizyte asesora komorniczego w miejscu zamieszkania celem zajecia ruchomosci. Prosimy o powazne potraktowanie niniejszego wezwania."
E-mail,Twoja polisa PZU wymaga uzupelnienia danych,"Szanowny Kliencie, podczas weryfikacji Twojej polisy ubezpieczeniowej OC/AC numer 482910283 wykrylismy brakujace informacje dotyczace historii przebiegu ubezpieczenia, co moze skutkowac rekalkulacja skladki i podwyzszeniem oplaty rocznej. Aby utrzymac obecne znizki za bezszkodowa jazde i uniknac doplaty w wysokosci 340 PLN, prosimy o zalogowanie sie do portalu mojePZU i uzupelnienie wymaganych oswiadczen w zakladce Dokumenty. Operacje mozesz wykonac szybko i wygodnie, klikajac bezposrednio w ten link: [pzu-portal-klienta-login.com/auth/482910](https://www.google.com/search?q=https://pzu-portal-klienta-login.com/auth/482910) , ktory przekieruje Cie do bezpiecznej strony logowania. Pamietaj, ze termin na uzupelnienie danych mija za 48 godzin, a brak reakcji bedzie rownoznaczny z akceptacja nowej, wyzszej stawki ubezpieczeniowej wynikajacej z braku potwierdzenia znizek. W razie problemow technicznych prosimy o kontakt z agentem prowadzacym lub infolinia dostepna pod numerem podanym na polisie.",PZU,Insurance,4,4,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] PZU
[TITLE] Twoja polisa PZU wymaga uzupelnienia danych
[CONTENT] Szanowny Kliencie, podczas weryfikacji Twojej polisy ubezpieczeniowej OC/AC numer 482910283 wykrylismy brakujace informacje dotyczace historii przebiegu ubezpieczenia, co moze skutkowac rekalkulacja skladki i podwyzszeniem oplaty rocznej. Aby utrzymac obecne znizki za bezszkodowa jazde i uniknac doplaty w wysokosci 340 PLN, prosimy o zalogowanie sie do portalu mojePZU i uzupelnienie wymaganych oswiadczen w zakladce Dokumenty. Operacje mozesz wykonac szybko i wygodnie, klikajac bezposrednio w ten link: [pzu-portal-klienta-login.com/auth/482910](https://www.google.com/search?q=https://pzu-portal-klienta-login.com/auth/482910) , ktory przekieruje Cie do bezpiecznej strony logowania. Pamietaj, ze termin na uzupelnienie danych mija za 48 godzin, a brak reakcji bedzie rownoznaczny z akceptacja nowej, wyzszej stawki ubezpieczeniowej wynikajacej z braku potwierdzenia znizek. W razie problemow technicznych prosimy o kontakt z agentem prowadzacym lub infolinia dostepna pod numerem podanym na polisie."
SMS,Brak,"InPost: Twoja paczka o numerze 6291039281 zostala wstrzymana w sortowni. Powod: niedoplata 1.99 PLN. Oplac roznice, aby wznowic dostave: inpost-doplata-sortownia.eu/pay/92K1",InPost,Parcel tracking,4,2,formal-corporate,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] InPost: Twoja paczka o numerze 6291039281 zostala wstrzymana w sortowni. Powod: niedoplata 1.99 PLN. Oplac roznice, aby wznowic dostave: inpost-doplata-sortownia.eu/pay/92K1"
SMS,Brak,Twoja paczka InPost zostala przekierowana do oddzialu z powodu braku miejsca. Wybierz nowy paczkomat: [inpost-zmiana-lokalizacji24.com/mapa/92K1](https://www.google.com/search?q=https://inpost-zmiana-lokalizacji24.com/mapa/92K1),InPost,Parcel tracking,4,3,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Twoja paczka InPost zostala przekierowana do oddzialu z powodu braku miejsca. Wybierz nowy paczkomat: [inpost-zmiana-lokalizacji24.com/mapa/92K1](https://www.google.com/search?q=https://inpost-zmiana-lokalizacji24.com/mapa/92K1)"
E-mail,HBO Max: Platnosc odrzucona,"Czesc, Twoja subskrypcja HBO Max zostala wstrzymana. Probowalismy obciazyc Twoja karte, ale transakcja zostala odrzucona. Aby przywrocic dostep do serwisu, zaktualizuj dane platnosci. Kliknij tutaj: hbomax-billing-update-service.net/fix/39L2 . Jesli nie oplacisz konta w ciagu 48 godzin, zostanie ono calkowicie usuniete. Zaktualizuj karte i ciesz sie filmami bez przerw. Zespol HBO Max.",Inny,Subscription renewal,4,3,rushed-marketing,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] HBO Max: Platnosc odrzucona
[CONTENT] Czesc, Twoja subskrypcja HBO Max zostala wstrzymana. Probowalismy obciazyc Twoja karte, ale transakcja zostala odrzucona. Aby przywrocic dostep do serwisu, zaktualizuj dane platnosci. Kliknij tutaj: hbomax-billing-update-service.net/fix/39L2 . Jesli nie oplacisz konta w ciagu 48 godzin, zostanie ono calkowicie usuniete. Zaktualizuj karte i ciesz sie filmami bez przerw. Zespol HBO Max."
SMS,Brak,DPD: Kurier doreczy paczke 0002938471 dzisiaj w godz. 12-14. Kod PIN: 3921. Mozesz przekierowac paczke w aplikacji.,DPD,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] DPD
[TITLE] Brak
[CONTENT] DPD: Kurier doreczy paczke 0002938471 dzisiaj w godz. 12-14. Kod PIN: 3921. Mozesz przekierowac paczke w aplikacji."
SMS,Brak,Allegro: Ktos wystawil przedmiot z Twojego konta. Czy to Ty? Potwierdz lub zablokuj sprzedaz: allegro-bezpieczenstwo-weryfikacja.net/check/39L1,Allegro,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Allegro: Ktos wystawil przedmiot z Twojego konta. Czy to Ty? Potwierdz lub zablokuj sprzedaz: allegro-bezpieczenstwo-weryfikacja.net/check/39L1"
SMS,Brak,PKO BP: Zrealizowano przelew natychmiastowy na kwote 500 PLN. Srodki pobrano z konta glownego. Saldo: 1850 PLN.,PKO BP,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] PKO BP
[TITLE] Brak
[CONTENT] PKO BP: Zrealizowano przelew natychmiastowy na kwote 500 PLN. Srodki pobrano z konta glownego. Saldo: 1850 PLN."
SMS,Brak,Millennium: Twoj wniosek o kredyt gotowkowy zostal rozpatrzony pozytywnie. Umowa czeka na podpis w aplikacji mobilnej. Zapraszamy.,Millennium,Inny,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Millennium
[TITLE] Brak
[CONTENT] Millennium: Twoj wniosek o kredyt gotowkowy zostal rozpatrzony pozytywnie. Umowa czeka na podpis w aplikacji mobilnej. Zapraszamy."
SMS,Brak,"Masz 1 nowa wiadomosc wideo od uzytkownika Kasia. Kliknij, aby obejrzec: [video-message-box-private.com/view/10L3](https://www.google.com/search?q=https://video-message-box-private.com/view/10L3) . Link aktywny 30 min.",Inny,Inny,5,2,colloquial,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Masz 1 nowa wiadomosc wideo od uzytkownika Kasia. Kliknij, aby obejrzec: [video-message-box-private.com/view/10L3](https://www.google.com/search?q=https://video-message-box-private.com/view/10L3) . Link aktywny 30 min."
SMS,Brak,"mBank: Kod SMS dla przelewu 120 PLN. Odbiorca: PGNiG. Jesli to nie Ty, zadzwon na mLinie.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] mBank: Kod SMS dla przelewu 120 PLN. Odbiorca: PGNiG. Jesli to nie Ty, zadzwon na mLinie."
E-mail,Platnosc wymagana od Pekao,"Szanowni Panstwo, Bank Pekao wymaga natychmiastowej platnosci zaleglej kwoty 50 zl. Uzyj linku pekao-pay.pl/p/5M7K9P2Q4R6 aby uregulowac naleznosc. Numer transakcji: 7Z4X1Y8P5Q2R3. Opóznienie moze spowodowac dodatkowe oplaty. Prosze o szybka reakcje.",Pekao,Payment / refund,3,4,official-bureaucratic,fake payment demand,True,grok_4.1,"[TYPE] E-mail
[SENDER] Pekao
[TITLE] Platnosc wymagana od Pekao
[CONTENT] Szanowni Panstwo, Bank Pekao wymaga natychmiastowej platnosci zaleglej kwoty 50 zl. Uzyj linku pekao-pay.pl/p/5M7K9P2Q4R6 aby uregulowac naleznosc. Numer transakcji: 7Z4X1Y8P5Q2R3. Opóznienie moze spowodowac dodatkowe oplaty. Prosze o szybka reakcje."
E-mail,Potwierdzenie platnosci karta,"Szanowny Kliencie, potwierdzamy wykonanie transakcji karta debetowa o koncowce ...4829 w dniu 30.01.2025 na kwote 50,00 PLN w punkcie sprzedazy: Stacja Paliw ORLEN. Srodki zostaly zablokowane na Twoim rachunku i pomniejszyly dostepne saldo. Szczegoly operacji widoczne sa w historii transakcji w serwisie bankowosci elektronicznej. W przypadku watpliwosci co do tej operacji, prosimy o kontakt z infolinia banku. Dziekujemy za korzystanie z uslug Banku Millennium.",Millennium,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Millennium
[TITLE] Potwierdzenie platnosci karta
[CONTENT] Szanowny Kliencie, potwierdzamy wykonanie transakcji karta debetowa o koncowce ...4829 w dniu 30.01.2025 na kwote 50,00 PLN w punkcie sprzedazy: Stacja Paliw ORLEN. Srodki zostaly zablokowane na Twoim rachunku i pomniejszyly dostepne saldo. Szczegoly operacji widoczne sa w historii transakcji w serwisie bankowosci elektronicznej. W przypadku watpliwosci co do tej operacji, prosimy o kontakt z infolinia banku. Dziekujemy za korzystanie z uslug Banku Millennium."
SMS,Brak,"Kod odbioru paczki ORLEN Paczka: 582103. Przesylka czeka na stacji paliw, ul. Dluga 20. Odbierz do 06.02.2025.",Inny,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Kod odbioru paczki ORLEN Paczka: 582103. Przesylka czeka na stacji paliw, ul. Dluga 20. Odbierz do 06.02.2025."
SMS,Brak,"US: Masz zwrot podatku w kwocie 750 PLN. Kliknij, aby podac numer konta do wyplaty: e-urzad-skarbowy-zwroty-pit.eu/bank/10M1",US,US/ZUS notification,5,3,official-bureaucratic,fake refund / overpayment,True,gemini_3,"[TYPE] SMS
[SENDER] US
[TITLE] Brak
[CONTENT] US: Masz zwrot podatku w kwocie 750 PLN. Kliknij, aby podac numer konta do wyplaty: e-urzad-skarbowy-zwroty-pit.eu/bank/10M1"
E-mail,XTB: Wyplata srodkow zrealizowana,"Dzien dobry, Twoje zlecenie wyplaty nr 392810 zostalo zrealizowane. Kwota 1500 PLN zostala przelana na Twoje konto bankowe. Srodki powinny wplynac w ciagu 2 dni roboczych. Dziekujemy za korzystanie z XTB.",XTB,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] XTB
[TITLE] XTB: Wyplata srodkow zrealizowana
[CONTENT] Dzien dobry, Twoje zlecenie wyplaty nr 392810 zostalo zrealizowane. Kwota 1500 PLN zostala przelana na Twoje konto bankowe. Srodki powinny wplynac w ciagu 2 dni roboczych. Dziekujemy za korzystanie z XTB."
E-mail,Faktura Orange - luty 2025,"Czesc, nowa faktura za uslugi Orange jest dostepna. Kwota: 85,00 PLN. Termin: 18.02.2025. Dokument w zalaczniku. Oplac szybko w aplikacji Moj Orange. Dziekujemy!",Orange,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Orange
[TITLE] Faktura Orange - luty 2025
[CONTENT] Czesc, nowa faktura za uslugi Orange jest dostepna. Kwota: 85,00 PLN. Termin: 18.02.2025. Dokument w zalaczniku. Oplac szybko w aplikacji Moj Orange. Dziekujemy!"
SMS,Brak,Twoja paczka InPost 6839K4P2L1 czeka w Paczkomacie KRA21B. Kod odbioru: 4819. Paczka dostepna do jutra do 18:30. InPost.,InPost,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Twoja paczka InPost 6839K4P2L1 czeka w Paczkomacie KRA21B. Kod odbioru: 4819. Paczka dostepna do jutra do 18:30. InPost."
E-mail,Paczka InPost - Kod odbioru,"Czesc, Twoja paczka 68392102938 czeka w Paczkomacie KRA04N. Kod odbioru: 8592. Paczke mozesz odebrac przez 48h. Po tym czasie zostanie zwrocona do Nadawcy. Pozdrawiamy, Zespol InPost.",InPost,Parcel pickup,1,1,colloquial,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] InPost
[TITLE] Paczka InPost - Kod odbioru
[CONTENT] Czesc, Twoja paczka 68392102938 czeka w Paczkomacie KRA04N. Kod odbioru: 8592. Paczke mozesz odebrac przez 48h. Po tym czasie zostanie zwrocona do Nadawcy. Pozdrawiamy, Zespol InPost."
SMS,Brak,Allegro: Twoje konto zostalo zablokowane ze wzgledow bezpieczenstwa. Ktos probowal zmienic Twoje haslo. Zweryfikuj sie: allegro-pomoc-bezpieczenstwo.eu/id/92K1,Allegro,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Allegro
[TITLE] Brak
[CONTENT] Allegro: Twoje konto zostalo zablokowane ze wzgledow bezpieczenstwa. Ktos probowal zmienic Twoje haslo. Zweryfikuj sie: allegro-pomoc-bezpieczenstwo.eu/id/92K1"
E-mail,Twoja przesylka oczekuje na dostawe,"Szanowny Kliencie, Twoja paczka o numerze 1029384756 jest gotowa do doreczenia, jednak adresat nie zostal znaleziony w domu. Prosimy o wybranie dogodnego terminu dostawy lub przekierowanie paczki do punktu odbioru. Kliknij tutaj: [kurier-dostawa-terminy.com/schedule/10L1](https://www.google.com/search?q=https://kurier-dostawa-terminy.com/schedule/10L1) . Jesli nie wybierzesz terminu w ciagu 24h, paczka wroci do nadawcy. Dziekujemy za skorzystanie z naszych uslug.",Inny,Parcel tracking,4,3,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Twoja przesylka oczekuje na dostawe
[CONTENT] Szanowny Kliencie, Twoja paczka o numerze 1029384756 jest gotowa do doreczenia, jednak adresat nie zostal znaleziony w domu. Prosimy o wybranie dogodnego terminu dostawy lub przekierowanie paczki do punktu odbioru. Kliknij tutaj: [kurier-dostawa-terminy.com/schedule/10L1](https://www.google.com/search?q=https://kurier-dostawa-terminy.com/schedule/10L1) . Jesli nie wybierzesz terminu w ciagu 24h, paczka wroci do nadawcy. Dziekujemy za skorzystanie z naszych uslug."
E-mail,Powiadomienie z systemu e-Urzad Skarbowy,"Uzytkowniku, na Twoim koncie w e-Urzedzie Skarbowym pojawil sie nowy dokument: Decyzja o wysokosci podatku od spadkow. Dokument wymaga potwierdzenia odbioru. Zaloguj sie do serwisu podatki.gov.pl uzywajac Profilu Zaufanego lub danych podatkowych, aby zapoznac sie z trescia pisma. Przypominamy o terminowym regulowaniu zobowiazan podatkowych. Wiadomosc generowana automatycznie.",US,US/ZUS notification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] US
[TITLE] Powiadomienie z systemu e-Urzad Skarbowy
[CONTENT] Uzytkowniku, na Twoim koncie w e-Urzedzie Skarbowym pojawil sie nowy dokument: Decyzja o wysokosci podatku od spadkow. Dokument wymaga potwierdzenia odbioru. Zaloguj sie do serwisu podatki.gov.pl uzywajac Profilu Zaufanego lub danych podatkowych, aby zapoznac sie z trescia pisma. Przypominamy o terminowym regulowaniu zobowiazan podatkowych. Wiadomosc generowana automatycznie."
E-mail,Zablokowaliśmy podejrzaną transakcję kartą,"Systemy bezpieczeństwa Santander Bank Polska zablokowały transakcję kartą płatniczą na kwotę 3500 PLN, która została zlecona w zagranicznym sklepie internetowym z elektroniką. Ponieważ transakcja ta odbiega od Twojego standardowego profilu zakupowego, uznaliśmy ją za potencjalne oszustwo i wstrzymaliśmy przepływ środków. Aby odblokować kartę lub potwierdzić, że to Ty zlecałeś tę płatność, prosimy o weryfikację w naszym centrum bezpieczeństwa: santander-fraud-alert.org/check/2m3n4b. Jeśli nie podejmiesz działań weryfikacyjnych, karta pozostanie zablokowana na stałe, a nowy plastik zostanie wysłany pocztą.",Inny,Account block warning,5,4,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Zablokowaliśmy podejrzaną transakcję kartą
[CONTENT] Systemy bezpieczeństwa Santander Bank Polska zablokowały transakcję kartą płatniczą na kwotę 3500 PLN, która została zlecona w zagranicznym sklepie internetowym z elektroniką. Ponieważ transakcja ta odbiega od Twojego standardowego profilu zakupowego, uznaliśmy ją za potencjalne oszustwo i wstrzymaliśmy przepływ środków. Aby odblokować kartę lub potwierdzić, że to Ty zlecałeś tę płatność, prosimy o weryfikację w naszym centrum bezpieczeństwa: santander-fraud-alert.org/check/2m3n4b. Jeśli nie podejmiesz działań weryfikacyjnych, karta pozostanie zablokowana na stałe, a nowy plastik zostanie wysłany pocztą."
SMS,Brak,Media Expert: Twoje zamowienie nr 102938 czeka na odbior w sklepie. Kod PIN: 5921. Zapraszamy w godzinach otwarcia.,Media Expert,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Media Expert
[TITLE] Brak
[CONTENT] Media Expert: Twoje zamowienie nr 102938 czeka na odbior w sklepie. Kod PIN: 5921. Zapraszamy w godzinach otwarcia."
SMS,Brak,Kod autoryzacyjny do zmiany danych w serwisie iPKO: 482910. Kod wazny 5 minut. PKO Bank Polski.,PKO BP,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] PKO BP
[TITLE] Brak
[CONTENT] Kod autoryzacyjny do zmiany danych w serwisie iPKO: 482910. Kod wazny 5 minut. PKO Bank Polski."
SMS,Brak,Paczka InPost nr 628491029312 zostala umieszczona w Paczkomacie. Odbierz ja w ciagu 48h uzywajac kodu odbioru 5928 lub aplikacji mobilnej.,InPost,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] Paczka InPost nr 628491029312 zostala umieszczona w Paczkomacie. Odbierz ja w ciagu 48h uzywajac kodu odbioru 5928 lub aplikacji mobilnej."
SMS,Brak,"Masz 1 nowa wiadomosc glosowa. Kliknij, aby odsluchac: [poczta-glosowa-mobile-box.com/msg/10K2](https://www.google.com/search?q=https://poczta-glosowa-mobile-box.com/msg/10K2) . Oplata zgodna z taryfa.",Inny,Inny,5,2,colloquial,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Masz 1 nowa wiadomosc glosowa. Kliknij, aby odsluchac: [poczta-glosowa-mobile-box.com/msg/10K2](https://www.google.com/search?q=https://poczta-glosowa-mobile-box.com/msg/10K2) . Oplata zgodna z taryfa."
SMS,Brak,"T-Mobile: Wykorzystales 80% swojego pakietu danych. Doladuj konto w aplikacji Mój T-Mobile, aby uniknac spadku predkosci internetu.",T-Mobile,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] T-Mobile
[TITLE] Brak
[CONTENT] T-Mobile: Wykorzystales 80% swojego pakietu danych. Doladuj konto w aplikacji Mój T-Mobile, aby uniknac spadku predkosci internetu."
SMS,Brak,Media Expert: Twoje zamowienie nr 102938 jest gotowe do odbioru. Kod PIN: 5921. Zapraszamy w godzinach otwarcia.,Media Expert,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Media Expert
[TITLE] Brak
[CONTENT] Media Expert: Twoje zamowienie nr 102938 jest gotowe do odbioru. Kod PIN: 5921. Zapraszamy w godzinach otwarcia."
SMS,Brak,Trading 212: Twoj alert cenowy dla zlota (XAU/USD) zostal aktywowany. Cena osiagnela poziom 2050 USD.,Trading 212,Investments,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Trading 212
[TITLE] Brak
[CONTENT] Trading 212: Twoj alert cenowy dla zlota (XAU/USD) zostal aktywowany. Cena osiagnela poziom 2050 USD."
E-mail,Alert bezpieczenstwa mBank - wymagana reakcja,"Szanowny Kliencie, nasz system monitoringu transakcji wykryl podejrzana operacje na Twoim koncie: przelew wychodzacy na kwote 3500 PLN do odbiorcy zagranicznego. Ze wzgledow bezpieczenstwa zablokowalismy te transakcje oraz tymczasowo ograniczylismy dostep do Twojego serwisu transakcyjnego. Jezeli to nie Ty zlecales te operacje, prosimy o natychmiastowe potwierdzenie tozsamosci i anulowanie przelewu poprzez nasz formularz bezpieczenstwa: mbank-pl-alert-bezpieczenstwa.net/cancel/92M1 . Zignorowanie tego ostrzezenia w ciagu 12 godzin spowoduje odblokowanie transakcji i nieodwracalna utrate srodkow. Prosimy o rozwage i szybka reakcje w celu ochrony Twoich oszczednosci. Zespol Bezpieczenstwa mBanku.",mBank,Account block warning,5,4,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] Alert bezpieczenstwa mBank - wymagana reakcja
[CONTENT] Szanowny Kliencie, nasz system monitoringu transakcji wykryl podejrzana operacje na Twoim koncie: przelew wychodzacy na kwote 3500 PLN do odbiorcy zagranicznego. Ze wzgledow bezpieczenstwa zablokowalismy te transakcje oraz tymczasowo ograniczylismy dostep do Twojego serwisu transakcyjnego. Jezeli to nie Ty zlecales te operacje, prosimy o natychmiastowe potwierdzenie tozsamosci i anulowanie przelewu poprzez nasz formularz bezpieczenstwa: mbank-pl-alert-bezpieczenstwa.net/cancel/92M1 . Zignorowanie tego ostrzezenia w ciagu 12 godzin spowoduje odblokowanie transakcji i nieodwracalna utrate srodkow. Prosimy o rozwage i szybka reakcje w celu ochrony Twoich oszczednosci. Zespol Bezpieczenstwa mBanku."
SMS,Brak,Orange: Wygrales smartfon Samsung Galaxy S24! Odbierz nagrode w loterii: [orange-loteria-nagrody-wiosna.com/win/10M3](https://www.google.com/search?q=https://orange-loteria-nagrody-wiosna.com/win/10M3),Orange,Prize / lottery / voucher,5,3,rushed-marketing,fake prize / win,True,gemini_3,"[TYPE] SMS
[SENDER] Orange
[TITLE] Brak
[CONTENT] Orange: Wygrales smartfon Samsung Galaxy S24! Odbierz nagrode w loterii: [orange-loteria-nagrody-wiosna.com/win/10M3](https://www.google.com/search?q=https://orange-loteria-nagrody-wiosna.com/win/10M3)"
SMS,Brak,Wazne: Twoje konto bankowe zostanie dzis usuniete z powodu braku aktywnosci. Zaloguj sie aby zatrzymac proces: millennium-konto-aktywacja.biz/a/8d2,Millennium,Account block warning,5,4,rushed-marketing,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Millennium
[TITLE] Brak
[CONTENT] Wazne: Twoje konto bankowe zostanie dzis usuniete z powodu braku aktywnosci. Zaloguj sie aby zatrzymac proces: millennium-konto-aktywacja.biz/a/8d2"
SMS,Brak,"mBank: Kod SMS dla operacji nr 92810. Zmiana limitow dziennych. Jesli to nie Ty, zadzwon na mLinie.",mBank,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] mBank
[TITLE] Brak
[CONTENT] mBank: Kod SMS dla operacji nr 92810. Zmiana limitow dziennych. Jesli to nie Ty, zadzwon na mLinie."
SMS,Brak,"Ostrzezenie bezpieczenstwa: Ktos probowal zresetowac Twoje haslo do Facebooka. Jesli to nie Ty, zabezpiecz konto: [fb-security-check-login.com/fix/92L1](https://www.google.com/search?q=https://fb-security-check-login.com/fix/92L1)",Inny,Login / verification,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Ostrzezenie bezpieczenstwa: Ktos probowal zresetowac Twoje haslo do Facebooka. Jesli to nie Ty, zabezpiecz konto: [fb-security-check-login.com/fix/92L1](https://www.google.com/search?q=https://fb-security-check-login.com/fix/92L1)"
SMS,Brak,Twoje konto OLX zostalo tymczasowo ograniczone. Zweryfikuj dane na olx-login-secure.eu/potwierdzenie/92K7R5M8P4.,OLX,Login / verification,4,4,formal-corporate,account block threat,True,gpt_5.1,"[TYPE] SMS
[SENDER] OLX
[TITLE] Brak
[CONTENT] Twoje konto OLX zostalo tymczasowo ograniczone. Zweryfikuj dane na olx-login-secure.eu/potwierdzenie/92K7R5M8P4."
